Equipo,Escenario,Uso_CPU,Uso_Memoria
Ryzen 7,Microsoft Word,13.251397716489127,24.77575138038049
Ryzen 7,Microsoft Word,18.486510064699058,28.346858267476343
Ryzen 7,Microsoft Word,12.238473141195605,30.236651616881574
Ryzen 7,Microsoft Word,10.194291312222628,29.015480078478376
Ryzen 7,Microsoft Word,16.68345458657144,29.96496771620779
Ryzen 7,Microsoft Word,16.33373961844522,25.60218044595081
Ryzen 7,Microsoft Word,16.85056153134931,29.53279284266066
Ryzen 7,Microsoft Word,13.768258069924961,30.961797111330423
Ryzen 7,Microsoft Word,9.210888998991532,32.08499085577592
Ryzen 7,Microsoft Word,13.440889528776443,28.71558552929769
Ryzen 7,Microsoft Word,13.24087071904904,25.60629548428823
Ryzen 7,Microsoft Word,17.93614794864364,34.842566347802844
Ryzen 7,Microsoft Word,9.190352370029053,33.22670259144674
Ryzen 7,Microsoft Word,9.973375366334626,28.601836137605215
Ryzen 7,Microsoft Word,20.729621358054786,35.00321528133335
Ryzen 7,Microsoft Word,16.12636645909234,28.30367518881248
Ryzen 7,Microsoft Word,13.680299607433323,24.58232815229244
Ryzen 7,Microsoft Word,16.321692299609374,35.27074922529521
Ryzen 7,Microsoft Word,14.9268325728369,32.48509113579255
Ryzen 7,Microsoft Word,13.205931318533215,35.53372611374053
Ryzen 7,Microsoft Word,18.519952351918796,27.991298567481017
Ryzen 7,Microsoft Word,12.88029321342216,30.25004995986626
Ryzen 7,Microsoft Word,11.654879688751118,34.613035336605506
Ryzen 7,Microsoft Word,21.47759283727397,27.705840638727622
Ryzen 7,Microsoft Word,18.02028672085584,29.073223873720544
Ryzen 7,Microsoft Word,14.899674291465397,26.737917638916336
Ryzen 7,Microsoft Word,15.414916435982004,31.09181575550959
Ryzen 7,Microsoft Word,16.74391283159557,27.68137701499994
Ryzen 7,Microsoft Word,11.341398481187923,27.14611701357072
Ryzen 7,Microsoft Word,13.133204964531025,30.871090860247847
Ryzen 7,Microsoft Word,13.118539596676074,26.396869633812294
Ryzen 7,Microsoft Word,15.591409026717898,34.00436189803861
Ryzen 7,Microsoft Word,17.32888348843968,27.495153534655188
Ryzen 7,Microsoft Word,14.975159300379133,29.697652114034174
Ryzen 7,Microsoft Word,14.553104102393666,28.78158635424621
Ryzen 7,Microsoft Word,11.129680024090263,29.311041725731833
Ryzen 7,Microsoft Word,13.29790908311195,23.886892141738272
Ryzen 7,Microsoft Word,17.102692264038083,31.280520635622498
Ryzen 7,Microsoft Word,21.33406649693817,31.561075235343253
Ryzen 7,Microsoft Word,11.929265994089564,28.54533072324613
Ryzen 7,Microsoft Word,15.338533429032465,35.68205313097304
Ryzen 7,Microsoft Word,15.578201622276742,36.263805124268586
Ryzen 7,Microsoft Word,14.187725587411904,32.59813953575216
Ryzen 7,Microsoft Word,16.0875307032008,26.105834715323525
Ryzen 7,Microsoft Word,14.316805785018,36.53299761574301
Ryzen 7,Microsoft Word,15.530086560410052,28.939611420617897
Ryzen 7,Microsoft Word,17.08919398348994,27.762572997094054
Ryzen 7,Microsoft Word,6.304801016873839,31.34802688538825
Ryzen 7,Microsoft Word,17.08733284921348,29.83460282261574
Ryzen 7,Microsoft Word,13.34506000932598,28.821494964181387
Ryzen 7,Microsoft Word,15.742314863822003,29.59781841708192
Ryzen 7,Microsoft Word,19.379881931357996,30.780956231756964
Ryzen 7,Microsoft Word,15.81341989738187,31.086680846747313
Ryzen 7,Microsoft Word,15.07036317435408,28.768255885887328
Ryzen 7,Microsoft Word,17.172225904056223,37.51981415071263
Ryzen 7,Microsoft Word,14.597802369963059,30.586085306489977
Ryzen 7,Microsoft Word,19.71221083981836,26.4721347985795
Ryzen 7,Microsoft Word,16.74105618284681,26.944828561476882
Ryzen 7,Microsoft Word,16.041467081997475,29.537151270257446
Ryzen 7,Microsoft Word,19.899045723779277,36.37944582190741
Ryzen 7,Microsoft Word,14.90629176197781,22.79628604271381
Ryzen 7,Microsoft Word,15.122348990849929,29.684926862157184
Ryzen 7,Microsoft Word,11.518695397622436,30.153335729692557
Ryzen 7,Microsoft Word,16.080989941880997,26.554447412580963
Ryzen 7,Microsoft Word,14.411009263830657,25.49467015940833
Ryzen 7,Microsoft Word,13.564319433670565,29.827416072323793
Ryzen 7,Microsoft Word,12.665659706165869,24.683628184663505
Ryzen 7,Microsoft Word,12.038278550542554,28.828503115460652
Ryzen 7,Microsoft Word,13.274583292015297,29.528691336854692
Ryzen 7,Microsoft Word,4.723371050631888,28.447415736433754
Ryzen 7,Microsoft Word,12.000951387573094,28.65578047737813
Ryzen 7,Microsoft Word,23.095556998677203,31.940859795949315
Ryzen 7,Microsoft Word,16.978382260437698,29.718071123357124
Ryzen 7,Microsoft Word,13.06586741292347,27.956760146411153
Ryzen 7,Microsoft Word,19.996677284431872,32.48425805055026
Ryzen 7,Microsoft Word,17.155488005240564,30.345045340126553
Ryzen 7,Microsoft Word,17.2999326718827,34.11036094684455
Ryzen 7,Microsoft Word,11.901813874494078,27.520364310297253
Ryzen 7,Microsoft Word,12.231862211961468,29.294025444179326
Ryzen 7,Microsoft Word,13.4466656620173,28.12893874990935
Ryzen 7,Microsoft Word,15.381575849910421,27.19529773921292
Ryzen 7,Microsoft Word,13.520115547954564,28.085424445325103
Ryzen 7,Microsoft Word,17.456399782772124,27.75010822455702
Ryzen 7,Microsoft Word,13.5249935664215,34.609087307038735
Ryzen 7,Microsoft Word,14.989437061627052,27.07030712787469
Ryzen 7,Microsoft Word,14.317872246102663,29.889218530170613
Ryzen 7,Microsoft Word,14.043859274666085,29.994530289987942
Ryzen 7,Microsoft Word,18.203535468987326,30.69829146658313
Ryzen 7,Microsoft Word,16.10972824257206,29.35699821462063
Ryzen 7,Microsoft Word,15.021485992139098,26.933547070213212
Ryzen 7,Microsoft Word,14.800516153265676,32.52182477669066
Ryzen 7,Microsoft Word,15.292003163990712,26.224054955058396
Ryzen 7,Microsoft Word,20.25387469138603,31.86694302045517
Ryzen 7,Microsoft Word,17.91982344027319,34.94222111395108
Ryzen 7,Microsoft Word,12.954020839052587,30.254448217195495
Ryzen 7,Microsoft Word,12.892995787756913,33.12789203076325
Ryzen 7,Microsoft Word,14.064327998623416,25.113873183134515
Ryzen 7,Microsoft Word,16.768742297985714,32.063269133849786
Ryzen 7,Microsoft Word,19.953901508579555,29.604414253883554
Ryzen 7,Microsoft Word,12.570465774251657,30.211760339017612
Ryzen 7,Microsoft Word,13.861089526943633,30.725848458790825
Ryzen 7,Microsoft Word,12.249911145814146,31.03171099987659
Ryzen 7,Microsoft Word,13.598930736670518,28.587610703212828
Ryzen 7,Microsoft Word,16.733168137127187,34.381077756185284
Ryzen 7,Microsoft Word,11.687080914234212,28.082225640981537
Ryzen 7,Microsoft Word,11.686032411185769,27.93532824225167
Ryzen 7,Microsoft Word,13.086025082988993,31.279587245861766
Ryzen 7,Microsoft Word,18.844087588577622,30.72847061589721
Ryzen 7,Microsoft Word,13.962094726825367,25.87297745896737
Ryzen 7,Microsoft Word,17.811633988256737,28.548886545712516
Ryzen 7,Microsoft Word,14.45998060071249,28.24919491594338
Ryzen 7,Microsoft Word,15.633804407243725,23.054268002670725
Ryzen 7,Microsoft Word,16.22449173932583,25.48930205356566
Ryzen 7,Microsoft Word,15.74169333181956,34.62681855541308
Ryzen 7,Microsoft Word,13.961313635758495,31.002957229536687
Ryzen 7,Microsoft Word,14.698654910161565,29.622101202127624
Ryzen 7,Microsoft Word,14.473032472667917,32.585849779365354
Ryzen 7,Microsoft Word,12.277977758373666,29.345921197203364
Ryzen 7,Microsoft Word,11.19842563829311,30.66701318708018
Ryzen 7,Microsoft Word,17.24557958633491,23.97511998895168
Ryzen 7,Microsoft Word,16.96231155556625,28.864754036307517
Ryzen 7,Microsoft Word,14.338973810086426,29.594847713016534
Ryzen 7,Microsoft Word,21.627782755369374,37.50513739535878
Ryzen 7,Microsoft Word,12.015580654478104,26.172543447365296
Ryzen 7,Microsoft Word,9.806496069323508,31.57801839573617
Ryzen 7,Microsoft Word,16.070176522991122,25.354614904847942
Ryzen 7,Microsoft Word,11.369051132755843,27.401371517810873
Ryzen 7,Microsoft Word,13.855896791629773,30.431682011211613
Ryzen 7,Microsoft Word,17.333383398301894,28.325475153213493
Ryzen 7,Microsoft Word,15.425526742449616,22.79282560323203
Ryzen 7,Microsoft Word,14.670343309480353,31.194571178895774
Ryzen 7,Microsoft Word,15.02311227042682,28.013311094362514
Ryzen 7,Microsoft Word,15.841149397413599,32.917470623191896
Ryzen 7,Microsoft Word,11.62717105301931,26.110765141691985
Ryzen 7,Microsoft Word,15.902602779874622,34.79037555127576
Ryzen 7,Microsoft Word,16.641681279359062,29.99803032290357
Ryzen 7,Microsoft Word,20.676092879235593,34.80539033466313
Ryzen 7,Microsoft Word,20.04981757293941,31.3022878541924
Ryzen 7,Microsoft Word,16.289075721740485,26.502183215029376
Ryzen 7,Microsoft Word,15.129213377723458,30.97558295029828
Ryzen 7,Microsoft Word,7.454630914427687,26.946391123547826
Ryzen 7,Microsoft Word,14.132870840264143,34.46958935806114
Ryzen 7,Microsoft Word,15.493949426407262,32.482503343883145
Ryzen 7,Microsoft Word,14.512670068843097,30.632034336385793
Ryzen 7,Microsoft Word,14.1049805148158,33.214975734690164
Ryzen 7,Microsoft Word,13.875994484383376,32.96711889238531
Ryzen 7,Microsoft Word,22.650961889078438,28.10420949083624
Ryzen 7,Microsoft Word,14.63751105676511,28.659019576684322
Ryzen 7,Microsoft Word,21.404043638412936,29.667459088603565
Ryzen 7,Microsoft Word,13.859102035983417,30.629106657978767
Ryzen 7,Microsoft Word,18.527653351535847,30.284002263424046
Ryzen 7,Microsoft Word,14.672894120491213,30.641004347708133
Ryzen 7,Microsoft Word,16.08198221442874,27.667828612678097
Ryzen 7,Microsoft Word,14.385769490085,35.64734710156734
Ryzen 7,Microsoft Word,20.634028604627886,30.439876524309135
Ryzen 7,Microsoft Word,16.358473963533253,29.7724902781464
Ryzen 7,Microsoft Word,9.944389160995403,27.12663397874471
Ryzen 7,Microsoft Word,15.841514918639062,25.7164070907724
Ryzen 7,Microsoft Word,19.553609869802973,30.6792588100158
Ryzen 7,Microsoft Word,16.74480387848659,35.44015354234024
Ryzen 7,Microsoft Word,14.938227607917423,29.711790376021476
Ryzen 7,Microsoft Word,19.92762580369609,32.01458573085064
Ryzen 7,Microsoft Word,15.325390250264295,26.710825173119122
Ryzen 7,Microsoft Word,18.626729386360537,32.26868890085362
Ryzen 7,Microsoft Word,15.242434027290638,31.53556157567721
Ryzen 7,Microsoft Word,10.917618385309877,33.93167478676238
Ryzen 7,Microsoft Word,14.250417236404948,30.1137183233384
Ryzen 7,Microsoft Word,15.675610282045152,34.87508887709561
Ryzen 7,Microsoft Word,18.208702409922655,30.69338143275871
Ryzen 7,Microsoft Word,16.76856767599824,29.215430588673243
Ryzen 7,Microsoft Word,10.966421252046736,29.427682089372027
Ryzen 7,Microsoft Word,15.024601949866184,31.173757494350887
Ryzen 7,Microsoft Word,16.739003055277337,33.64041464321853
Ryzen 7,Microsoft Word,16.898771595249706,27.89922178794466
Ryzen 7,Microsoft Word,14.952013222272997,31.233856301344087
Ryzen 7,Microsoft Word,12.264557722168906,32.45384913379951
Ryzen 7,Microsoft Word,19.314445579271716,35.54533716294983
Ryzen 7,Microsoft Word,13.457915670413158,28.75660152938378
Ryzen 7,Microsoft Word,14.123627834137034,33.13141293294165
Ryzen 7,Microsoft Word,16.080227629235452,26.32181981772213
Ryzen 7,Microsoft Word,14.79972597825836,29.38479045342994
Ryzen 7,Microsoft Word,17.549760271888687,28.903309403705475
Ryzen 7,Microsoft Word,16.42564206813997,34.117785723113215
Ryzen 7,Microsoft Word,13.308090218110145,24.223739799504884
Ryzen 7,Microsoft Word,20.185389397865734,29.957044034262545
Ryzen 7,Microsoft Word,16.475932995839997,31.813249361013856
Ryzen 7,Microsoft Word,13.567179630280993,33.74861569624341
Ryzen 7,Microsoft Word,20.300214790624747,31.089290699766245
Ryzen 7,Microsoft Word,14.315635520222644,33.24682743409041
Ryzen 7,Microsoft Word,16.91778034697826,27.686626121530953
Ryzen 7,Microsoft Word,14.006533608974815,34.36062987248837
Ryzen 7,Microsoft Word,20.1584724148438,33.218011106818885
Ryzen 7,Microsoft Word,13.4006200492046,26.350332958589053
Ryzen 7,Microsoft Word,14.48861344980431,27.104020989509888
Ryzen 7,Microsoft Word,16.275129334453183,31.865677331344507
Ryzen 7,Microsoft Word,13.234501757294076,32.561134510779574
Ryzen 7,Microsoft Word,14.996366328453883,31.349742351101654
Ryzen 7,Microsoft Word,14.72199680809397,31.003393913298503
Ryzen 7,Microsoft Word,19.524370203418822,32.30441256627219
Ryzen 7,Microsoft Word,16.098998714672828,30.371907002072998
Ryzen 7,Microsoft Word,12.625745532223624,26.214618024527645
Ryzen 7,Microsoft Word,16.628770355094385,27.372235017688936
Ryzen 7,Microsoft Word,14.255449017614557,31.23894564831013
Ryzen 7,Microsoft Word,14.988628073724733,28.16271420452425
Ryzen 7,Microsoft Word,16.081230748124355,26.518046316129062
Ryzen 7,Microsoft Word,12.437680570818753,30.908537796093412
Ryzen 7,Microsoft Word,10.720260395844697,32.84257827116352
Ryzen 7,Microsoft Word,16.778116789646216,26.612321239778048
Ryzen 7,Microsoft Word,12.296179034072996,29.83542973588582
Ryzen 7,Microsoft Word,11.265985168409486,35.125174599447696
Ryzen 7,Microsoft Word,17.82096572182141,30.599203589484436
Ryzen 7,Microsoft Word,15.144218982435012,32.72663891110619
Ryzen 7,Microsoft Word,19.73360652840236,30.809176889005006
Ryzen 7,Microsoft Word,16.22623532157283,30.321879649202835
Ryzen 7,Microsoft Word,13.91628848185863,28.576752565839584
Ryzen 7,Microsoft Word,13.95006414271539,24.736427743360466
Ryzen 7,Microsoft Word,18.90241593792613,26.812050372048056
Ryzen 7,Microsoft Word,16.117594605170815,34.17732771043435
Ryzen 7,Microsoft Word,15.384913929729446,31.6848314694611
Ryzen 7,Microsoft Word,16.041942453480733,26.84979811565944
Ryzen 7,Microsoft Word,12.364091924497474,32.49674308363559
Ryzen 7,Microsoft Word,15.788633613617158,27.330767673469975
Ryzen 7,Microsoft Word,15.112821066936384,24.069234337433613
Ryzen 7,Microsoft Word,16.58013885346724,27.49714100215537
Ryzen 7,Microsoft Word,16.043483863864093,33.86852220465528
Ryzen 7,Microsoft Word,13.281558347488327,25.209274609051658
Ryzen 7,Microsoft Word,15.811215550885557,35.08495586228469
Ryzen 7,Microsoft Word,11.649415383827638,26.33522142857354
Ryzen 7,Microsoft Word,13.425404660090672,29.80276945540699
Ryzen 7,Microsoft Word,10.630004515932825,26.216798541850892
Ryzen 7,Microsoft Word,18.4295051476413,33.19191162563506
Ryzen 7,Microsoft Word,13.119498269643897,27.97108754707176
Ryzen 7,Microsoft Word,15.974584282825292,32.58063315893365
Ryzen 7,Microsoft Word,16.174793406895787,26.70278429906932
Ryzen 7,Microsoft Word,16.438955440196473,30.698055529164318
Ryzen 7,Microsoft Word,14.34150113693929,34.324747637538174
Ryzen 7,Microsoft Word,18.489162536027933,31.97249601140566
Ryzen 7,Microsoft Word,17.271875475036705,30.399807404260393
Ryzen 7,Microsoft Word,15.336381817354539,29.522003027517783
Ryzen 7,Microsoft Word,15.063400591368582,31.988241806221875
Ryzen 7,Microsoft Word,9.65478404805862,30.120241639790162
Ryzen 7,Microsoft Word,18.212277127066006,29.660736874781097
Ryzen 7,Microsoft Word,12.27844653445015,29.945906971696765
Ryzen 7,Microsoft Word,16.676852750342327,33.52202191980355
Ryzen 7,Microsoft Word,15.576781034969542,20.14039688497592
Ryzen 7,Microsoft Word,15.323118377257684,34.35353854531556
Ryzen 7,Microsoft Word,16.32856922622118,26.46682352241475
Ryzen 7,Microsoft Word,13.36222115430143,31.55266142141229
Ryzen 7,Microsoft Word,14.50288575522239,35.30255220136544
Ryzen 7,Microsoft Word,11.003525169646718,30.18582596788436
Ryzen 7,Microsoft Word,19.354407801332734,29.94926053940568
Ryzen 7,Microsoft Word,13.891294640809646,30.80848756865681
Ryzen 7,Microsoft Word,13.32711163583287,30.248523472646777
Ryzen 7,Microsoft Word,14.805283096212241,27.522707268092127
Ryzen 7,Microsoft Word,14.022430443295447,31.7499368021258
Ryzen 7,Microsoft Word,15.61604317234787,23.286621955832867
Ryzen 7,Microsoft Word,10.802425092947184,28.819388097472327
Ryzen 7,Microsoft Word,15.711002582749645,31.726470860401847
Ryzen 7,Microsoft Word,14.902446101089796,28.469289917095818
Ryzen 7,Microsoft Word,12.51281322692983,31.837316924625977
Ryzen 7,Microsoft Word,18.983399027282324,31.610567226045628
Ryzen 7,Microsoft Word,11.550133512314135,32.54941398440103
Ryzen 7,Microsoft Word,17.0497987063321,33.09763093369334
Ryzen 7,Microsoft Word,11.541999711301738,27.320730898849064
Ryzen 7,Microsoft Word,12.135953006287654,31.27483986755676
Ryzen 7,Microsoft Word,10.845768234490546,25.830251479099466
Ryzen 7,Microsoft Word,18.51066455157543,31.184322415019388
Ryzen 7,Microsoft Word,11.208002860548909,32.41448121304133
Ryzen 7,Microsoft Word,13.464879223882473,30.533256636794313
Ryzen 7,Microsoft Word,17.99271467089104,34.35473222123022
Ryzen 7,Microsoft Word,13.972886464663445,31.714596022012973
Ryzen 7,Microsoft Word,17.959987625591864,34.325465644043575
Ryzen 7,Microsoft Word,18.532338728677964,30.8380403520002
Ryzen 7,Microsoft Word,19.48855790425793,30.31237278365422
Ryzen 7,Microsoft Word,14.844251071002997,31.98638334760157
Ryzen 7,Microsoft Word,11.634136368564757,30.06112155650226
Ryzen 7,Microsoft Word,15.25142503405267,30.406557425768163
Ryzen 7,Microsoft Word,16.868555899006246,27.876251099296432
Ryzen 7,Microsoft Word,15.536182695459082,32.9435042831145
Ryzen 7,Microsoft Word,18.108378588481955,26.994603759126754
Ryzen 7,Microsoft Word,16.03051661565702,28.248544719702085
Ryzen 7,Microsoft Word,18.2102840111331,31.326642833087213
Ryzen 7,Microsoft Word,15.53471734595437,28.933528209662306
Ryzen 7,Microsoft Word,15.088562750672109,31.467344683287976
Ryzen 7,Microsoft Word,16.286013349947755,31.99911289676874
Ryzen 7,Microsoft Word,16.21591333087139,33.929201557902495
Ryzen 7,Microsoft Word,13.056327686780786,30.013675505740046
Ryzen 7,Microsoft Word,17.404350759979174,29.667820659349413
Ryzen 7,Microsoft Word,17.107396247587722,31.524382850257812
Ryzen 7,Microsoft Word,13.14601687675151,28.94987157511837
Ryzen 7,Microsoft Word,12.295263583115357,30.282719932874848
Ryzen 7,Microsoft Word,13.47921392162085,32.99646234494746
Ryzen 7,Microsoft Word,12.646300850398212,35.24010731144322
Ryzen 7,Microsoft Word,16.191075675747047,32.85144073304158
Ryzen 7,Microsoft Word,16.203774535015405,29.693543459005664
Ryzen 7,Microsoft Word,19.105146665342776,28.324767042789674
Ryzen 7,Microsoft Word,14.621616064542208,28.99528457813905
Ryzen 7,Microsoft Word,14.373876541354221,31.37070548541155
Ryzen 7,Navegación web,22.076848769168404,43.40507351357333
Ryzen 7,Navegación web,19.314651812076594,39.53596082422258
Ryzen 7,Navegación web,25.731767610431937,42.894575100199496
Ryzen 7,Navegación web,27.068933958097922,46.384871224236434
Ryzen 7,Navegación web,23.05346882302593,35.19240192589676
Ryzen 7,Navegación web,31.65827453210041,34.27745889851784
Ryzen 7,Navegación web,23.962718745976083,38.41433142762593
Ryzen 7,Navegación web,25.87342029690068,39.3396324492819
Ryzen 7,Navegación web,25.381413625192312,35.0490435573162
Ryzen 7,Navegación web,23.31713841298908,36.84767854811425
Ryzen 7,Navegación web,28.529218472092598,43.92534173203851
Ryzen 7,Navegación web,24.094940411936083,40.675210579624164
Ryzen 7,Navegación web,22.755273110393475,39.15182585783783
Ryzen 7,Navegación web,23.12608255828348,43.14839815886837
Ryzen 7,Navegación web,25.30761607835247,43.684831690079285
Ryzen 7,Navegación web,20.562909309418142,42.33462610330828
Ryzen 7,Navegación web,24.41864278638852,40.99712790430298
Ryzen 7,Navegación web,24.124200544037134,35.32230814763521
Ryzen 7,Navegación web,27.743969708503776,37.23848203238041
Ryzen 7,Navegación web,25.47016411259597,40.68393725727048
Ryzen 7,Navegación web,21.834356810004216,48.17763142593182
Ryzen 7,Navegación web,32.4814574742019,39.54311415194583
Ryzen 7,Navegación web,24.843339856963873,41.40215227683529
Ryzen 7,Navegación web,29.2270412292283,38.755135764341524
Ryzen 7,Navegación web,24.70218922424862,35.530096190907976
Ryzen 7,Navegación web,23.586965265683396,45.14142932423209
Ryzen 7,Navegación web,23.79903734457723,41.77106284359602
Ryzen 7,Navegación web,23.558402743403065,39.48988807514845
Ryzen 7,Navegación web,27.084217923038477,46.09271222338734
Ryzen 7,Navegación web,26.30036395820974,40.185544774872604
Ryzen 7,Navegación web,29.27025944920567,41.2614877050153
Ryzen 7,Navegación web,29.26560153078416,39.19524868977031
Ryzen 7,Navegación web,22.996323686826695,38.31544262008439
Ryzen 7,Navegación web,31.122561906631674,38.745506705651785
Ryzen 7,Navegación web,23.431174546498887,35.13362553391197
Ryzen 7,Navegación web,29.99527464626987,43.13883834492182
Ryzen 7,Navegación web,24.786990236311784,38.54129366113618
Ryzen 7,Navegación web,20.814130322594828,42.488483106774694
Ryzen 7,Navegación web,25.90178521535145,39.73448027064784
Ryzen 7,Navegación web,25.430631691611147,37.60556607907698
Ryzen 7,Navegación web,23.790643749271712,44.871470347134
Ryzen 7,Navegación web,24.45934824967289,39.11808397475294
Ryzen 7,Navegación web,23.19220062888286,41.90133530516892
Ryzen 7,Navegación web,24.475509590283668,42.23798251106398
Ryzen 7,Navegación web,25.834060245258886,41.01343768927384
Ryzen 7,Navegación web,26.905675878298307,42.67080444631362
Ryzen 7,Navegación web,23.49015287064808,42.235843513684046
Ryzen 7,Navegación web,27.802309308974515,35.62515161808065
Ryzen 7,Navegación web,23.661543334489203,38.89309662113418
Ryzen 7,Navegación web,21.599793341861844,43.92043326553736
Ryzen 7,Navegación web,28.222056830990436,41.23865697128343
Ryzen 7,Navegación web,25.773408225552252,40.09237638716141
Ryzen 7,Navegación web,25.90164237671412,37.39164511768405
Ryzen 7,Navegación web,23.064699647212045,39.754968076658415
Ryzen 7,Navegación web,31.277467118123617,37.76417292161323
Ryzen 7,Navegación web,22.78722171240034,43.548191191266724
Ryzen 7,Navegación web,25.681955892805867,44.089799744815785
Ryzen 7,Navegación web,26.181076701216035,39.59574154620475
Ryzen 7,Navegación web,26.157306507172127,44.413550277069746
Ryzen 7,Navegación web,26.761192496498587,41.98507180013658
Ryzen 7,Navegación web,27.81401428029603,41.15852934191843
Ryzen 7,Navegación web,29.514232092961304,42.236484593458115
Ryzen 7,Navegación web,23.666614384378676,35.28910360024334
Ryzen 7,Navegación web,21.888962665247913,37.15695877500199
Ryzen 7,Navegación web,20.497860476369013,44.26320948937335
Ryzen 7,Navegación web,24.325254023528654,41.527298669785914
Ryzen 7,Navegación web,25.264381257983157,38.47156154552737
Ryzen 7,Navegación web,29.010918731441933,36.812615734728375
Ryzen 7,Navegación web,23.649418979271825,38.93193855016783
Ryzen 7,Navegación web,30.36969145120547,40.594021699030066
Ryzen 7,Navegación web,20.384247192002043,39.4282219115615
Ryzen 7,Navegación web,25.047451203755063,35.88269430300866
Ryzen 7,Navegación web,26.381653158305777,37.58716462776017
Ryzen 7,Navegación web,24.17776441539345,40.53216274430164
Ryzen 7,Navegación web,21.27076695518908,38.53564842934291
Ryzen 7,Navegación web,21.61926554126829,39.324546277307796
Ryzen 7,Navegación web,24.59406305411318,39.64075023555099
Ryzen 7,Navegación web,27.82471256062707,35.801995036791766
Ryzen 7,Navegación web,24.534816875042935,40.43662682994718
Ryzen 7,Navegación web,25.739602506863125,36.08108767912379
Ryzen 7,Navegación web,23.233509525293616,35.81846127779643
Ryzen 7,Navegación web,26.108082190791787,43.2595269917842
Ryzen 7,Navegación web,28.323993623948283,40.51428723828973
Ryzen 7,Navegación web,28.62029462380345,32.40586134594208
Ryzen 7,Navegación web,24.34744184299082,39.733749846351024
Ryzen 7,Navegación web,16.699200665644973,42.396901953267765
Ryzen 7,Navegación web,23.663481299836654,39.093700418500106
Ryzen 7,Navegación web,26.805424225227615,33.51039457862707
Ryzen 7,Navegación web,25.859263222012267,41.72694070020557
Ryzen 7,Navegación web,25.1028020364846,42.118624115072485
Ryzen 7,Navegación web,30.95511956951419,41.92089319049836
Ryzen 7,Navegación web,23.221964679718862,37.49169842954055
Ryzen 7,Navegación web,21.82204014576875,45.670626475823276
Ryzen 7,Navegación web,26.08106901364142,38.84060753240214
Ryzen 7,Navegación web,24.784009342963394,39.71387082310132
Ryzen 7,Navegación web,23.639773581190905,37.91292313975695
Ryzen 7,Navegación web,25.609588024416922,35.9489438653293
Ryzen 7,Navegación web,24.50002710324244,36.02210123770514
Ryzen 7,Navegación web,23.89752553422257,42.41424358436626
Ryzen 7,Navegación web,29.744014784661488,34.212528915236554
Ryzen 7,Navegación web,21.768856363729732,34.017627874772614
Ryzen 7,Navegación web,23.520661351730634,43.799547807999694
Ryzen 7,Navegación web,28.809823212078214,39.95648038525964
Ryzen 7,Navegación web,27.403392803097272,33.975938710758214
Ryzen 7,Navegación web,23.392862603655043,40.678554561931435
Ryzen 7,Navegación web,24.3628509339834,37.01871979042498
Ryzen 7,Navegación web,22.311625015617036,38.989939172073164
Ryzen 7,Navegación web,18.657839437451216,40.9007166297003
Ryzen 7,Navegación web,23.112821380346816,39.13236297069565
Ryzen 7,Navegación web,29.927751973226638,39.60547767440221
Ryzen 7,Navegación web,26.346841406363062,37.68222952637196
Ryzen 7,Navegación web,26.898606032231307,42.80243077716628
Ryzen 7,Navegación web,22.87495770716589,41.655397650979175
Ryzen 7,Navegación web,25.692822307467473,45.6213062714145
Ryzen 7,Navegación web,25.231385195169207,38.85272096955206
Ryzen 7,Navegación web,20.912757795366886,35.220595858710496
Ryzen 7,Navegación web,26.079255878129022,41.00531225946362
Ryzen 7,Navegación web,28.010159469142664,39.455253853117505
Ryzen 7,Navegación web,27.472965786770235,41.64338428227384
Ryzen 7,Navegación web,26.244580218070514,38.960415162931305
Ryzen 7,Navegación web,29.15999868695181,42.33816211562325
Ryzen 7,Navegación web,19.429556009579507,38.452634080469636
Ryzen 7,Navegación web,24.399051596537692,37.67168596043588
Ryzen 7,Navegación web,28.74851441670679,39.230831686150154
Ryzen 7,Navegación web,25.33881462852201,38.78794652083849
Ryzen 7,Navegación web,22.833754231988344,37.49442528693101
Ryzen 7,Navegación web,25.64339710323791,41.92368234989652
Ryzen 7,Navegación web,23.488927174516185,43.38343306436348
Ryzen 7,Navegación web,24.833981158308042,36.5975543402311
Ryzen 7,Navegación web,30.989064035612557,35.80367809194631
Ryzen 7,Navegación web,24.901652517222008,40.07382996471616
Ryzen 7,Navegación web,23.97671667514766,42.77266607558752
Ryzen 7,Navegación web,28.281641379120575,34.93324643608534
Ryzen 7,Navegación web,28.120260454230973,36.274626367069175
Ryzen 7,Navegación web,23.095369526918166,39.77898179417268
Ryzen 7,Navegación web,30.809928930016678,40.53162645933446
Ryzen 7,Navegación web,24.195689596322346,40.173281844312996
Ryzen 7,Navegación web,26.17832162017155,39.53299164011056
Ryzen 7,Navegación web,25.416375935817317,42.002602546348285
Ryzen 7,Navegación web,29.56062869375421,39.237798019078475
Ryzen 7,Navegación web,22.86591705512727,35.27686362827238
Ryzen 7,Navegación web,26.68560750714712,40.68811472355608
Ryzen 7,Navegación web,17.437552533063126,42.453303117830586
Ryzen 7,Navegación web,28.7359340831158,38.81539375661694
Ryzen 7,Navegación web,25.810829289553844,44.391743346424015
Ryzen 7,Navegación web,28.192475833526487,42.28148817147865
Ryzen 7,Navegación web,19.024556606336674,36.38805307655829
Ryzen 7,Navegación web,26.667206487294894,38.988318147935914
